Women,0,1,1,0,0,0,0,0,0
Guy,0,4,1,0,4,0,2,0,0
Men,0,1,0,0,0,0,0,0,0
Groupchant,0,1,0,0,0,0,0,0,0
AlltheMen,0,1,0,0,0,0,0,0,0
Deliveryman,0,5,0,0,0,1,0,0,0
What,0,1,0,0,0,0,0,0,0
Craig,0,12,0,0,0,0,0,0,0
Josh,0,11,42,0,0,0,0,0,0
like,0,1,0,0,0,0,0,0,0
David,0,12,54,3,127,65,12,22,24
Dan,0,1,0,0,0,0,0,0,0
something,0,1,0,0,0,0,0,0,0
but,0,1,0,0,0,0,0,0,0
Overhead,0,1,1,0,0,0,0,0,0
Speaker,0,2,0,0,0,0,0,6,0
JimandDwight,0,1,0,0,0,0,0,0,0
Melissa,0,10,0,0,0,0,0,0,0
Sasha,0,6,0,0,1,0,0,1,0
Abby,0,10,0,0,0,0,0,0,0
Jake,0,8,0,0,0,0,0,1,0
TheKids,0,1,0,0,0,0,0,0,0
Kids,0,2,0,0,0,2,1,0,0
MissTrudy,0,1,0,0,0,0,0,0,0
perfect,0,1,0,0,0,0,0,0,0
he,0,1,0,0,0,0,0,0,0
DeliveryWoman,0,3,0,0,0,0,0,0,0
not,0,1,3,0,0,0,0,0,0
DeliveryBoy,0,2,0,0,0,0,0,0,0
That,0,1,0,0,0,0,0,0,0
BillysGirlfriend,0,2,0,0,0,0,0,0,0
Billy,0,4,0,0,0,0,0,0,0
Dealer,0,5,0,0,0,0,0,0,0
BobVance,0,1,8,1,2,1,0,0,0
Bob,0,2,2,0,10,1,0,4,0
False,0,0,1,0,0,0,0,0,0
Andy,0,0,230,124,408,417,472,794,460
Karen,0,0,242,25,22,0,1,0,0
is,0,0,1,0,0,0,0,0,0
Oh,0,0,1,0,0,0,0,0,0
DwightandMichael,0,0,1,1,1,0,0,0,0
JeromeBettis,0,0,4,0,0,0,0,0,0
Ted,0,0,1,0,0,0,0,0,0
Waiter,0,0,1,0,0,0,9,3,2
I,0,0,1,0,0,0,0,0,0
will,0,0,1,0,0,0,0,0,0
Ryanandothers,0,0,1,0,0,0,0,0,0
dead,0,0,1,0,0,0,0,0,0
five,0,0,1,0,0,0,0,0,0
Announcer,0,0,1,0,0,0,0,0,0
Pretzelguy,0,0,3,0,0,0,0,0,0
CousinMose,0,0,1,0,0,0,0,0,0
Tony,0,0,4,0,0,0,0,0,0
Server,0,0,1,0,0,0,0,0,2
Girls,0,0,1,0,0,0,0,0,0
KellysMom,0,0,5,0,0,0,0,0,0
KellysFather,0,0,3,0,0,0,0,0,0
YoungMan,0,0,1,0,0,0,0,0,0
AndyandJim,0,0,4,0,0,0,0,0,0
Hannah,0,0,10,0,0,0,0,0,0
Martin,0,0,13,0,0,0,0,0,0
Malevoice,0,0,1,0,0,0,0,0,0
in,0,0,1,0,0,0,0,0,0
year,0,0,1,0,0,0,0,0,0
Waitress,0,0,1,2,0,7,0,0,0
Chef,0,0,2,0,0,0,0,0,0
Womanatbar,0,0,1,0,0,0,0,0,0
Cindy,0,0,2,0,0,0,0,0,0
SecondCindy,0,0,12,0,0,0,0,0,0
Otherwaitress,0,0,2,0,0,0,0,0,0
AndyandMichael,0,0,1,0,0,0,0,0,0
Both,0,0,2,0,1,4,2,1,1
Packaging,0,0,1,0,0,0,0,0,0
Harvey,0,0,7,0,0,0,0,0,0
Buyer,0,0,2,0,0,0,0,0,0
StaplesGuy,0,0,1,0,0,0,0,0,0
MIchael,0,0,1,0,0,0,0,0,0
Lady,0,0,2,0,0,0,2,5,0
Paris,0,0,6,0,0,0,0,0,0
Marcy,0,0,3,0,0,0,0,0,0
BenFranklin,0,0,24,0,0,0,0,0,0
Elizabeth,0,0,17,3,0,0,0,0,0
Photographer,0,0,1,0,0,0,0,2,0
really,0,0,1,0,0,0,0,0,0
Priest,0,0,4,0,0,0,0,0,0
UncleAl,0,0,7,0,0,0,0,0,0
Randy,0,0,2,0,0,0,0,0,0
Unknown,0,0,1,0,0,0,0,0,0
CollegeStudent,0,0,1,0,0,0,0,0,0
BusinessStudent1,0,0,4,0,0,0,0,0,0
BusinessStudent2,0,0,3,0,0,0,0,0,0
BusinessStudent3,0,0,2,0,0,0,0,0,0
Woman,0,0,4,5,1,4,3,0,3
Kenny,0,0,8,0,0,0,0,0,1
Artist,0,0,1,0,0,0,0,0,0
Rachel,0,0,10,0,0,0,0,0,0
DanGore,0,0,1,0,0,0,0,0,0
Bartender,0,0,1,2,0,0,0,0,0
Student1,0,0,1,0,0,0,0,0,0
Student2,0,0,1,0,0,0,0,0,0
Child,0,0,2,0,0,0,0,0,0
sucked,0,0,1,0,0,0,0,0,0
RushHour,0,0,1,0,0,0,0,0,0
Hunter,0,0,8,0,0,0,0,0,0
Micheal,0,0,1,0,1,1,1,0,0
thing,0,0,1,0,0,0,0,0,0
Alien,0,0,1,0,0,0,0,0,0
locker,0,0,1,0,0,0,0,0,0
are,0,0,1,0,0,0,0,0,0
Group,0,0,6,0,2,2,0,2,4
Receptionist,0,0,1,1,6,0,1,7,0
ITTechGuy,0,0,0,3,0,0,0,0,0
Nurse,0,0,0,2,3,0,0,2,0
Intern,0,0,0,5,0,0,0,0,0
RobertDunder,0,0,0,11,0,0,0,0,0
Amy,0,0,0,3,0,0,0,0,0
GPS,0,0,0,2,0,0,0,0,0
LarryMyers,0,0,0,6,0,0,0,0,0
VoiceofThomasDean,0,0,0,1,0,0,0,0,0
sAndy,0,0,0,1,0,0,0,0,0
Micahel,0,0,0,1,0,0,2,0,0
Michae,0,0,0,2,0,0,0,0,0
Nick,0,0,0,5,0,17,0,0,0
Mose,0,0,0,1,0,0,3,7,7
Adguy1,0,0,0,10,0,0,0,0,0
Adguy2,0,0,0,5,0,0,0,0,0
DavidWallace,0,0,0,4,29,9,0,0,57
Rolando,0,0,0,2,2,0,0,0,0
All,0,0,0,2,1,1,13,10,3
Ben,0,0,0,4,0,0,0,0,0
Lester,0,0,0,26,0,0,0,0,0
DianeKelly,0,0,0,12,0,0,0,0,0
Diane,0,0,0,10,0,0,0,0,0
DepositionReporter,0,0,0,3,0,0,0,0,0
Council,0,0,0,1,0,0,0,0,0
HuntersCD,0,0,0,1,0,0,0,0,0
Officer1,0,0,0,3,0,0,0,0,0
Officer2,0,0,0,2,0,0,0,0,0
Officer,0,0,0,1,0,0,0,0,0
Margaret,0,0,0,8,0,0,0,0,0
Coffeeshopworker,0,0,0,1,0,0,0,0,0
Troy,0,0,0,4,0,0,0,0,0
GirlinClub,0,0,0,5,0,0,0,0,0
girls,0,0,0,1,0,0,0,0,0
TallGirl1,0,0,0,5,0,0,0,0,0
AllGirls,0,0,0,1,0,0,0,0,0
TallGirl2,0,0,0,1,0,0,0,0,0
Girlin2ndclub,0,0,0,5,0,0,0,0,0
Hank,0,0,0,6,17,1,5,0,3
Cleaninglady,0,0,0,1,0,0,0,0,0
happened,0,0,0,1,0,0,0,0,0
MichaelandDarryl,0,0,0,1,0,0,0,0,0
PhilMaguire,0,0,0,4,0,0,0,0,0
Phil,0,0,0,9,0,0,0,0,0
Justin,0,0,0,9,0,0,0,0,0
AngelaandDwight,0,0,0,1,0,0,0,0,0
Maguire,0,0,0,1,0,0,0,0,0
Womanonmic,0,0,0,1,0,0,0,0,0
Graphicsguy,0,0,0,10,0,0,0,0,0
Holly,0,0,0,68,129,0,253,0,0
Holy,0,0,0,1,0,0,1,0,0
Ronnie,0,0,0,0,3,0,0,0,0
Professor,0,0,0,0,5,0,0,0,0
Friend,0,0,0,0,5,0,0,0,0
JIM9334,0,0,0,0,3,0,0,0,0
Receptionitis15,0,0,0,0,3,0,0,0,0
Manonphone,0,0,0,0,2,0,0,0,0
Guyinaudience,0,0,0,0,2,0,0,0,0
MichaelandHolly,0,0,0,0,1,0,0,0,0
Mother,0,0,0,0,4,0,0,0,0
Alex,0,0,0,0,10,0,0,0,0
Customer,0,0,0,0,5,4,2,0,0
Stewardess,0,0,0,0,1,0,0,0,0
Beth,0,0,0,0,4,0,0,0,0
Concierge,0,0,0,0,3,0,0,0,0
Marie,0,0,0,0,5,0,0,0,0
Guyattable,0,0,0,0,3,0,0,0,0
ConciergeMarie,0,0,0,0,2,0,0,0,0
Client,0,0,0,0,2,0,1,3,0
DacvidWalalce,0,0,0,0,1,0,0,0,0
DavidWallcve,0,0,0,0,1,0,0,0,0
DacvidWallace,0,0,0,0,1,0,0,0,0
Leo,0,0,0,0,3,0,0,0,0
PoliceOfficer1,0,0,0,0,10,0,0,0,0
PoliceOfficer2,0,0,0,0,6,0,0,0,0
Guybuyingdoll,0,0,0,0,1,0,0,0,0
RehabNurse,0,0,0,0,1,0,0,0,0
Everyonewatching,0,0,0,0,1,0,0,0,0
EntirePrincefamily,0,0,0,0,1,0,0,0,0
PrinceGrandfather,0,0,0,0,19,0,0,0,0
Entireoffice,0,0,0,0,1,0,0,0,0
Prince,0,0,0,0,1,0,0,0,0
Linda,0,0,0,0,2,0,0,0,0
PrinceGranddaughter,0,0,0,0,4,0,0,0,0
PrinceGrandmother,0,0,0,0,2,0,0,0,0
PrinceSon,0,0,0,0,1,0,0,0,0
PhyllisandCreed,0,0,0,0,1,0,0,0,0
Lawyer,0,0,0,0,2,11,0,0,0
CPRtrainer,0,0,0,0,1,0,0,0,0
CPRTrainer,0,0,0,0,3,0,0,0,0
Rose,0,0,0,0,8,0,0,0,0
JessicaAlba,0,0,0,0,2,0,0,0,0
Lily,0,0,0,0,6,0,0,0,0
Sam,0,0,0,0,6,0,0,0,0
WarehouseMichael,0,0,0,0,1,0,0,0,0
his,0,0,0,0,1,0,0,0,0
Julia,0,0,0,0,13,0,0,0,0
Mark,0,0,0,0,2,0,0,0,21
PhoneSalesman,0,0,0,0,6,0,0,0,0
Lynn,0,0,0,0,3,0,0,0,0
Charles,0,0,0,0,208,0,0,0,0
Stephanie,0,0,0,0,6,3,0,0,0
Employees,0,0,0,0,1,0,0,0,0
Isaac,0,0,0,0,7,0,0,0,3
Phone,0,0,0,0,1,0,0,0,0
AngelaandKelly,0,0,0,0,1,0,0,0,0
Vikram,0,0,0,0,10,0,0,0,0
Supervisor,0,0,0,0,1,0,0,0,0
Michal,0,0,0,0,1,0,0,0,0
Nana,0,0,0,0,10,0,0,0,0
Chares,0,0,0,0,1,0,0,0,0
OldWoman,0,0,0,0,1,0,3,0,0
Erin,0,0,0,0,53,203,261,284,310
DwightandErin,0,0,0,0,1,0,1,0,0
DwightandAndy,0,0,0,0,1,2,0,0,0
FinancialGuy,0,0,0,0,11,0,0,0,0
Ty,0,0,0,0,2,0,0,0,0
Jessica,0,0,0,0,3,0,0,35,0
VRG1,0,0,0,0,4,0,0,0,0
VRG2,0,0,0,0,3,0,0,0,0
Rolph,0,0,0,0,9,0,0,0,0
AJ,0,0,0,0,8,0,15,0,0
Kendall,0,0,0,0,2,0,0,0,0
ManfromBuffalo,0,0,0,0,3,0,0,0,0
WomanfromBuffalo,0,0,0,0,2,0,0,0,0
Gwenneth,0,0,0,0,0,2,0,0,0
FrontDeskClerk,0,0,0,0,0,10,0,0,0
Grotti,0,0,0,0,0,30,0,0,0
AndyandDwight,0,0,0,0,0,5,0,0,0
Creditcardrep,0,0,0,0,0,1,0,0,0
Rep,0,0,0,0,0,6,0,0,0
Various,0,0,0,0,0,1,0,0,0
Secretary,0,0,0,0,0,2,0,0,2
KeenaGifford,0,0,0,0,0,6,0,0,0
Helene,0,0,0,0,0,37,4,0,2
VoiceonCDplayer,0,0,0,0,0,2,0,0,0
LimoDriver,0,0,0,0,0,2,0,0,2
Mikela,0,0,0,0,0,9,0,0,0
Students,0,0,0,0,0,4,0,0,0
Teacher,0,0,0,0,0,4,0,0,0
Lefevre,0,0,0,0,0,11,0,0,0
Zion,0,0,0,0,0,1,0,0,0
MichaelandErin,0,0,0,0,0,1,0,0,0
Daryl,0,0,0,0,0,16,21,0,0
Office,0,0,0,0,0,1,1,0,0
KellyandErin,0,0,0,0,0,1,0,0,0
Matt,0,0,0,0,0,9,0,0,0
Eric,0,0,0,0,0,26,0,0,0
Computron,0,0,0,0,0,10,0,0,0
FakeStanley,0,0,0,0,0,1,0,0,0
Gabe,0,0,0,0,0,49,196,68,20
HotelEmployee,0,0,0,0,0,9,0,0,0
Jo,0,0,0,0,0,129,53,0,0
D,0,0,0,0,0,1,0,0,0
Warehouseguy1,0,0,0,0,0,3,0,0,0
Warehouseguy2,0,0,0,0,0,1,0,0,0
Reid,0,0,0,0,0,5,0,0,0
Nightcleaningcrew,0,0,0,0,0,1,0,0,0
Miichael,0,0,0,0,0,1,0,0,0
Julie,0,0,0,0,0,12,0,0,0
Isabel,0,0,0,0,0,18,0,0,0
Hide,0,0,0,0,0,4,0,2,8
BarManager,0,0,0,0,0,22,0,0,0
Bouncer,0,0,0,0,0,1,0,0,0
Girlattable,0,0,0,0,0,2,0,0,0
Donna,0,0,0,0,0,74,7,0,0
MichaelandDonna,0,0,0,0,0,1,0,0,0
Mihael,0,0,0,0,0,1,0,0,0
Oldlady,0,0,0,0,0,1,0,0,0
Glen,0,0,0,0,0,1,0,0,0
GymInstructor,0,0,0,0,0,1,0,0,0
Gyminstructor,0,0,0,0,0,2,0,0,0
DwightandAngela,0,0,0,0,0,1,0,0,0
Shane,0,0,0,0,0,11,0,0,0
Reporter,0,0,0,0,0,3,2,0,0
Realtor,0,0,0,0,0,4,0,0,0
Luke,0,0,0,0,0,0,18,0,0
Windowtreatmentguy,0,0,0,0,0,0,3,0,0
Angel,0,0,0,0,0,0,1,0,0
Salesman,0,0,0,0,0,0,10,0,0
Usher,0,0,0,0,0,0,2,0,0
Shelby,0,0,0,0,0,0,8,0,0
SweeneyTodd,0,0,0,0,0,0,14,0,0
MexicanMan,0,0,0,0,0,0,4,0,0
Son,0,0,0,0,0,0,4,0,0
Nate,0,0,0,0,0,0,19,20,6
Astrid,0,0,0,0,0,0,3,0,0
Carroll,0,0,0,0,0,0,14,0,0
Carrol,0,0,0,0,0,0,1,0,0
Danny,0,0,0,0,0,0,68,0,0
Steve,0,0,0,0,0,0,5,0,0
DarrylandAndy,0,0,0,0,0,0,1,0,0
Churchcongregation,0,0,0,0,0,0,1,0,0
Pastor,0,0,0,0,0,0,7,0,0
Femalechurchmember,0,0,0,0,0,0,1,0,0
Malechurchmember,0,0,0,0,0,0,3,0,0
Doug,0,0,0,0,0,0,2,0,0
Girl,0,0,0,0,0,0,6,4,0
Cece,0,0,0,0,0,0,1,7,0
TV,0,0,0,0,0,0,1,0,0
Meridith,0,0,0,0,0,0,2,0,0
RoboticVoice,0,0,0,0,0,0,2,0,0
RyanandMichael,0,0,0,0,0,0,1,0,0
Phyliss,0,0,0,0,0,0,1,0,0
LittleGirl,0,0,0,0,0,0,2,0,0
try,0,0,0,0,0,0,1,0,0
anyone,0,0,0,0,0,0,1,0,0
BassPlayer,0,0,0,0,0,0,2,0,0
Justine,0,0,0,0,0,0,2,3,0
Jada,0,0,0,0,0,0,22,0,0
Robert,0,0,0,0,0,0,17,260,9
Darrly,0,0,0,0,0,0,2,0,0
Member,0,0,0,0,0,0,2,0,0
VideoMichael,0,0,0,0,0,0,7,0,0
Bookstoreemployee,0,0,0,0,0,0,2,0,0
DJ,0,0,0,0,0,0,3,0,0
DavidBrent,0,0,0,0,0,0,2,0,0
Olderguy,0,0,0,0,0,0,1,0,0
RyanandKelly,0,0,0,0,0,0,1,0,0
Helen,0,0,0,0,0,0,5,0,0
Attendant,0,0,0,0,0,0,6,0,0
HotDogGuy,0,0,0,0,0,0,5,0,0
BoomBox,0,0,0,0,0,0,1,0,0
AndyandErin,0,0,0,0,0,0,1,0,0
HollysMom,0,0,0,0,0,0,4,0,0
HollysDad,0,0,0,0,0,0,5,0,0
Deangelo,0,0,0,0,0,0,99,0,0
DeAngelo,0,0,0,0,0,0,50,0,0
abe,0,0,0,0,0,0,1,0,0
Rory,0,0,0,0,0,0,2,0,0
DeAgnelo,0,0,0,0,0,0,1,0,0
Jordan,0,0,0,0,0,0,13,0,0
AllbutOscar,0,0,0,0,0,0,1,0,0
DarrylandAngela,0,0,0,0,0,0,1,0,0
FredHenry,0,0,0,0,0,0,1,0,0
Fred,0,0,0,0,0,0,9,0,0
WarrenBuffett,0,0,0,0,0,0,1,0,0
Warren,0,0,0,0,0,0,2,0,0
RobertCalifornia,0,0,0,0,0,0,1,14,0
MervBronte,0,0,0,0,0,0,1,0,0
Merv,0,0,0,0,0,0,10,0,0
NellieBertram,0,0,0,0,0,0,1,0,0
Nellie,0,0,0,0,0,0,9,144,209
FingerLakesGuy,0,0,0,0,0,0,1,0,0
TattooArtist,0,0,0,0,0,0,0,3,0
FemaleApplicant,0,0,0,0,0,0,0,1,0
Walter,0,0,0,0,0,0,0,15,0
Ellen,0,0,0,0,0,0,0,2,0
WalterJr,0,0,0,0,0,0,0,4,0
Bert,0,0,0,0,0,0,0,2,0
Cathy,0,0,0,0,0,0,0,23,0
Offscreen,0,0,0,0,0,0,0,1,0
Val,0,0,0,0,0,0,0,36,14
Curtis,0,0,0,0,0,0,0,3,0
Drummer,0,0,0,0,0,0,0,1,0
PamandKelly,0,0,0,0,0,0,0,1,0
OldMan,0,0,0,0,0,0,0,4,0
AndyandDarryl,0,0,0,0,0,0,0,3,0
DarrylandKevin,0,0,0,0,0,0,0,1,0
ParkRanger,0,0,0,0,0,0,0,3,0
Chelsea,0,0,0,0,0,0,0,1,0
Audience,0,0,0,0,0,0,0,1,0
Archivist,0,0,0,0,0,0,0,2,0
Narrator,0,0,0,0,0,0,0,2,0
Soldier,0,0,0,0,0,0,0,1,0
Amanda,0,0,0,0,0,0,0,1,0
Susan,0,0,0,0,0,0,0,14,0
Kathy,0,0,0,0,0,0,0,6,0
Host,0,0,0,0,0,0,0,28,0
QueerensteinBears,0,0,0,0,0,0,0,1,0
Oscarsfriend,0,0,0,0,0,0,0,3,0
Stu,0,0,0,0,0,0,0,1,0
StonewallHost,0,0,0,0,0,0,0,3,0
SenatorLipton,0,0,0,0,0,0,0,23,5
Ernesto,0,0,0,0,0,0,0,4,0
OfficerFoley,0,0,0,0,0,0,0,2,0
Saleswoman,0,0,0,0,0,0,0,1,0
EmergencyOperator,0,0,0,0,0,0,0,1,0
Paramedic,0,0,0,0,0,0,0,2,0
DonnaMuraski,0,0,0,0,0,0,0,2,0
WallyAmos,0,0,0,0,0,0,0,4,0
Blogger,0,0,0,0,0,0,0,4,0
Blogger2,0,0,0,0,0,0,0,1,0
LadyBlogger,0,0,0,0,0,0,0,1,0
Patty,0,0,0,0,0,0,0,1,0
OldLady,0,0,0,0,0,0,0,4,0
Others,0,0,0,0,0,0,0,2,0
ElderlyWoman,0,0,0,0,0,0,0,1,0
Irene,0,0,0,0,0,0,0,22,0
Alonzo,0,0,0,0,0,0,0,1,0
Glenn,0,0,0,0,0,0,0,4,1
ErinandIrene,0,0,0,0,0,0,0,1,0
Senator,0,0,0,0,0,0,0,7,8
Vet,0,0,0,0,0,0,0,6,0
Harry,0,0,0,0,0,0,0,13,0
Calvin,0,0,0,0,0,0,0,3,0
Brandon,0,0,0,0,0,0,0,6,0
Ravi,0,0,0,0,0,0,0,1,0
Pete,0,0,0,0,0,0,0,0,143
Clark,0,0,0,0,0,0,0,0,196
FakeJim,0,0,0,0,0,0,0,0,6
Voicemail,0,0,0,0,0,0,0,0,2
NellieandPam,0,0,0,0,0,0,0,0,1
HCT,0,0,0,0,0,0,0,0,14
HCTMember1,0,0,0,0,0,0,0,0,1
HCTMember2,0,0,0,0,0,0,0,0,2
BroccoliRob,0,0,0,0,0,0,0,0,11
Businessman1,0,0,0,0,0,0,0,0,2
Businessman2,0,0,0,0,0,0,0,0,3
Businessman3,0,0,0,0,0,0,0,0,3
HCTMember3,0,0,0,0,0,0,0,0,10
White,0,0,0,0,0,0,0,0,1
BoatGuy,0,0,0,0,0,0,0,0,12
Guysinbreakroom,0,0,0,0,0,0,0,0,1
Businesspartner,0,0,0,0,0,0,0,0,10
Molly,0,0,0,0,0,0,0,0,3
Colin,0,0,0,0,0,0,0,0,4
Trevor,0,0,0,0,0,0,0,0,31
JuliusIrving,0,0,0,0,0,0,0,0,1
Julius,0,0,0,0,0,0,0,0,8
SuitStoreFather,0,0,0,0,0,0,0,0,11
AthleadEmployee,0,0,0,0,0,0,0,0,10
Dennis,0,0,0,0,0,0,0,0,3
Wade,0,0,0,0,0,0,0,0,1
SuitStoreSon,0,0,0,0,0,0,0,0,10
3rdAthleadEmployee,0,0,0,0,0,0,0,0,1
4thAthleadEmployee,0,0,0,0,0,0,0,0,1
Brian,0,0,0,0,0,0,0,0,25
Rolf,0,0,0,0,0,0,0,0,12
Gabor,0,0,0,0,0,0,0,0,3
Zeke,0,0,0,0,0,0,0,0,13
Melvina,0,0,0,0,0,0,0,0,5
Wolf,0,0,0,0,0,0,0,0,10
SenseiIra,0,0,0,0,0,0,0,0,1
Frank,0,0,0,0,0,0,0,0,8
PartyAnnouncer,0,0,0,0,0,0,0,0,1
PartyGuest,0,0,0,0,0,0,0,0,1
PartyPhotographer,0,0,0,0,0,0,0,0,5
PartyWaiter,0,0,0,0,0,0,0,0,1
Nailstylist1,0,0,0,0,0,0,0,0,1
Nailstylist2,0,0,0,0,0,0,0,0,2
Nailmanager,0,0,0,0,0,0,0,0,2
Shirley,0,0,0,0,0,0,0,0,17
AthleadCoworker,0,0,0,0,0,0,0,0,1
Roger,0,0,0,0,0,0,0,0,1
Alice,0,0,0,0,0,0,0,0,19
OscarsComputer,0,0,0,0,0,0,0,0,1
Jeb,0,0,0,0,0,0,0,0,12
GermanMinister,0,0,0,0,0,0,0,0,3
Fannie,0,0,0,0,0,0,0,0,19
Henry,0,0,0,0,0,0,0,0,3
Esther,0,0,0,0,0,0,0,0,4
AuntShirley,0,0,0,0,0,0,0,0,3
Cameron,0,0,0,0,0,0,0,0,9
PromoVoice,0,0,0,0,0,0,0,0,1
RyanHoward,0,0,0,0,0,0,0,0,2
Reporter1,0,0,0,0,0,0,0,0,1
Reporter2,0,0,0,0,0,0,0,0,1
Phillip,0,0,0,0,0,0,0,0,1
CarlaFern,0,0,0,0,0,0,0,0,3
Director,0,0,0,0,0,0,0,0,5
Producer,0,0,0,0,0,0,0,0,1
Sensei,0,0,0,0,0,0,0,0,11
Philip,0,0,0,0,0,0,0,0,1
